Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Sugarbeet Growing Degree Days for planting date May 1 2023 (May 2 2023 to September 15 2023)
Flag Definition Line: M - Missing; E - Estimated
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Rainfall,Rainfall Flag,Sugarbeet Daily Growing Degree Days,Sugarbeet Daily Growing Degree Days Flag,Sugarbeet Accumulated Growing Degree Days,Sugarbeet Accumulated Growing Degree Days Flag,Sugarbeet Estimated Growth Stage
Alexander,47.75056,-103.73358,2202,2023,08,21,71.348,,55.256,,0.000,,29,,3544,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,22,93.614,,61.988,,0.000,,40,,3584,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,23,91.076,,65.012,,0.090,,42,,3626,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,24,86.846,,58.262,,0.000,,38,,3664,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,25,76.478,,49.856,,0.000,,29,,3693,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,26,85.802,,50.972,,0.000,,34,,3727,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,27,89.960,,57.920,,0.000,,38,,3765,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,28,84.218,,50.522,,0.000,,33,,3798,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,29,88.340,,51.080,,0.000,,35,,3833,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,30,91.634,,57.164,,0.060,,38,,3871,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,31,80.258,,51.854,,0.000,,32,,3903,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,01,88.862,,53.564,,0.000,,36,,3939,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,02,97.844,,57.218,,0.000,,38,,3977,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,03,93.938,,56.102,,0.000,,37,,4014,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,04,82.022,,57.560,,0.040,,36,,4050,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,05,68.360,,47.642,,0.000,,24,,4074,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,06,80.690,,41.805,,0.000,,27,,4101,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,07,85.478,,51.764,,0.000,,35,,4136,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,08,72.950,,42.064,,0.000,,24,,4160,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,09,73.508,,51.890,,0.230,,29,,4189,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,10,72.014,,48.002,,0.000,,26,,4215,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,11,75.704,,43.529,,0.000,,26,,4241,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,12,76.730,,47.444,,0.000,,28,,4269,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,13,81.590,,50.036,,0.000,,32,,4301,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,14,76.226,,50.594,,0.000,,29,,4330,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,09,15,72.212,,41.974,,0.000,,23,,4353,,> v10.0
